Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
46.45,77.98,7.01,0,3,67.56,42.06,93.68,68.87,4,0,21.32,3,54.3
66.43,100,6.36,0,5,33.22,71.05,75.82,70.04,3,0,43.51,3,58.1
63.74,72.16,7.6,1,2,69.76,43.7,100,50.44,1,0,59.94,2,57
72.44,83.3,6.22,1,3,78.56,71.24,26.76,71.85,0,0,40.17,2,53.7
69.62,67.82,6.11,0,2,50.46,53.4,77.15,77.39,0,1,67.87,5,52.9
82.98,81.7,6.93,1,1,53.96,80.02,74.26,64.83,2,0,83.71,2,61.1
56.41,83.33,5.77,1,4,70.98,48.04,32.32,64.87,1,0,44.24,4,51.2
75.45,77.01,8.6,0,4,76.17,96.67,73.98,95.95,0,0,40.13,0,62.7
80.58,91.36,8.93,2,1,67.49,72.05,74.85,75.62,1,1,49.32,0,62.7
93.57,63.27,6.55,0,5,75.18,42.15,52.09,43.94,0,0,75.99,4,55.8
70.18,67.64,5.61,0,0,71.99,79.57,75.53,53.62,1,1,63.62,2,52.1
78.24,75.34,7.34,2,2,64.23,43.86,43.19,93.04,3,1,100,3,60.1
56.96,82.69,6.52,0,1,69.47,76.79,79.66,100,2,0,59.14,2,58.1
51.08,74.97,8.17,1,1,69.53,55.72,88.75,48.58,0,1,44.78,2,53.8
83.45,87.14,6.21,4,3,70.34,100,48.28,70.94,0,0,47.61,2,62.2
74.94,65.72,7.54,0,3,67.76,66.94,83.52,67.89,0,1,73.37,1,56.8
86.79,60.45,7.11,0,3,75.11,35.6,35.8,69.47,1,1,91.24,3,54.1
61.27,76.39,6.32,2,2,84.22,65.24,67.37,43.85,1,1,43.86,1,53.3
80.2,72.15,7.24,0,1,76.52,53.08,65.9,71.62,1,0,41.9,1,54.8
93.69,78.97,7.88,1,1,35.37,89.81,57.91,44.03,1,0,83.27,4,61.3
79.2,72.7,7.09,0,3,49.2,72.74,57.49,24.85,2,0,79.05,0,54.1
77.77,69.26,7.1,0,0,78.88,61.58,97.92,76.83,0,0,73.57,3,59.5
75.09,72.18,6.13,0,0,57.78,74.27,13.44,96.74,0,0,44.27,2,49
59.29,73.32,8.14,0,2,87.61,80.94,96.09,52,1,1,96.36,2,61.9
88.56,69.65,8.04,1,0,47.83,79.85,38.87,60.29,0,0,78.93,3,57.3
68.89,70.77,6.59,2,4,82.38,34.44,99.15,41.82,0,0,71.54,0,56.3
80.04,68.56,6.88,0,1,56.88,88.47,85.22,63.79,0,0,59.67,2,57.1
59.37,82.42,8.41,0,0,86.84,40.61,72.96,57.51,2,0,74.27,2,58
63.21,75.13,5.87,0,4,58.92,84.33,89.31,42.94,0,1,100,3,56.7
89.35,97.82,7.6,1,2,55.5,59.01,55.49,48.12,1,0,73.27,1,59.8
71.53,74.77,6.44,2,0,71.21,62.88,75.91,20.17,0,2,35.11,1,49.7
89.53,66.94,8.78,0,0,47.99,63.71,62.41,25.82,0,1,89.4,1,54.8
74.22,100,7.06,1,0,55.78,69.5,71.44,20.47,0,0,55.97,4,57.1
56.58,77.55,8.26,0,4,83.02,86.95,82.15,46.09,0,2,64.12,1,57.9
83.92,83.89,6.24,1,2,91.78,87.49,77.03,53.8,0,2,52.49,1,58.3
69.1,79.51,5.75,2,3,66.59,70.84,57.22,66.94,2,3,67.88,2,54.1
81.99,79.85,6.77,2,1,62.57,80.5,67.01,79.55,2,0,6.02,3,58.3
75.25,78.89,7.26,0,5,47.15,64.58,62.51,31.01,3,2,60.34,2,54.2
59.57,60.88,6.49,1,2,79.52,62.73,52.14,80.11,2,0,40.26,2,52.6
76.64,77.04,7.76,0,2,63.37,80.97,85.88,53.55,0,1,70.53,4,60.1
96.96,58.43,6.79,1,2,51.84,83.6,91.22,73,0,0,93.8,0,60.3
79.93,71.08,4.92,1,2,74.17,59.13,100,72.92,0,2,78.76,2,55.2
74.42,65.02,7.55,2,3,50.22,92.45,50.48,64.64,0,1,100,2,58.7
85.75,76.93,6.12,1,1,72.28,87.83,86.64,68.05,1,2,73.02,2,59.4
77.11,76.68,6.64,0,0,64.12,41.49,72.64,73.93,1,0,76.02,2,54.7
77.1,78.29,8.55,4,2,72.88,55.34,59.65,100,3,0,65.49,3,66.7
64.08,76.16,8.77,2,3,48.21,58.47,82.55,100,0,0,61.5,2,61.1
77.34,66.32,6.42,2,2,72.97,62.51,66.24,53.32,1,2,98.14,0,55.1
85.35,70.13,7.58,1,3,43.35,51.69,63.28,88.47,1,0,75.26,2,58.2
66.64,83.12,6.45,1,0,74.07,65.63,63.96,61.18,2,0,93.98,2,58
89.24,84.75,6.71,1,0,68.66,71.14,50.93,72.54,2,1,67.1,1,57.7
74.08,60.39,6.39,2,4,41.9,93.91,90.37,46.06,0,1,50.6,6,57.7
66.12,56.16,5.28,1,4,69.8,84.14,68.21,83.71,0,0,22.65,2,51.7
84.98,65,7.1,1,2,80.48,100,80.78,71.95,3,1,88.29,1,64
72.13,84.5,7.29,2,2,63.34,48.55,97.18,84.61,3,0,83.61,0,62.8
82.6,86.36,6.33,0,2,50.48,69.95,47.13,46.61,3,0,70.69,4,56.9
72.08,62.83,8.09,2,3,63.56,65.87,100,5.84,0,0,74.95,1,58
74.4,76.38,6.56,1,2,36,66.11,66.98,100,0,1,77.71,1,54.7
79.94,93.18,6.36,1,1,74.74,59.37,73.85,46.65,1,0,81.27,3,60
77.91,77.57,7.53,4,2,81.28,61.33,80.82,58.02,2,0,68.24,3,65.1
55.04,88.64,5.46,0,2,62.96,62.04,47.1,97.84,1,1,65.62,1,50.9
63.79,83.99,7.91,1,0,66.13,79,48.94,39.76,0,1,63.76,0,53.3
84.29,62.99,6.6,2,5,86.69,72.93,59.92,71.56,1,0,58.24,2,60.5
73.68,70.91,7.99,0,3,93.07,57.85,67.48,100,0,0,98.99,2,62.8
69.76,73.38,8.29,0,1,80.96,82.09,48.87,66.31,3,3,63.42,2,56.7
61.41,74.15,7.64,1,3,54.79,44.7,37.45,100,3,0,89.85,3,57.5
64.2,83.08,6.19,3,3,88.55,80.19,88.1,61.88,0,1,34.13,3,59.8
54.78,77.5,5.75,0,5,79.25,75.46,43.12,81.24,0,0,58.54,2,53.3
73.99,40.7,5.57,2,2,73.57,52.85,83.3,57.62,1,1,70.48,2,51.5
69.02,58.56,8.1,1,3,74.65,71.28,41.19,44.76,0,0,62.37,3,55.1
65.33,48.94,6.87,1,1,86.01,52.15,51.42,64.37,0,1,65.21,3,50.7
74.32,74.93,6.4,1,0,42.1,74.84,61.48,14.91,1,0,65.54,0,50
78.64,75.65,6.87,0,2,67.72,44.08,100,40.88,1,0,55.01,5,57.8
95.93,76.12,8.08,1,3,52.92,75.03,68.82,56.46,3,1,55.41,0,60.5
59.88,62.45,7.78,2,2,76.16,36.47,70.35,67.56,0,0,57.05,2,54.3
86.59,80.42,7.44,4,0,57.75,75.05,62.22,95.27,1,0,86.75,3,65.4
84.73,80.88,7.64,0,0,100,49.88,47.26,54.59,1,0,73.48,3,59
67.21,59.19,7.18,0,1,81.28,71.01,78.64,45.37,3,2,57.36,1,53.3
77.03,56.87,7.3,1,0,52.53,82.63,65.59,65.71,2,0,64.56,2,55.9
70.42,73,7.22,1,3,84.38,50.12,93.13,47.05,0,2,86.66,0,56.5
76.86,92.71,7,0,3,63.86,28.8,42,27.15,2,1,96.01,1,53.2
90.09,91.7,7.75,1,0,71.38,46.59,91.84,46.4,0,0,66.17,2,61
81.06,79.2,7.36,1,1,67.87,60.27,69.65,37.93,2,3,68.2,1,54.6
80.09,64.97,6.12,0,3,42.6,49.67,49.25,75.27,1,0,67.35,0,49.7
70.7,82.76,7.53,1,2,60.94,39.92,71.12,45.62,0,2,8.24,5,51.5
60.16,68.02,7.25,2,5,53.09,51.28,48.7,75.16,1,1,76.47,3,54.9
72.92,64.56,7.61,1,2,33.8,85.38,88.91,46.37,0,0,93.66,2,58
87.07,49.42,6.9,0,5,62.04,89.76,62.71,66.57,0,2,42.22,4,54.7
59.73,74.13,7.81,1,1,66.08,46.19,48.98,71.38,1,0,49.12,1,52.3
64.45,66.07,6.94,0,1,47.95,75.58,53.9,46.39,2,1,57.01,1,49.4
76.26,74.06,7.72,1,2,86.18,74.43,49.22,40.04,1,0,99.97,2,60.5
65.15,47.71,6.54,2,7,75.58,53.35,95.75,75.23,1,1,84.05,1,57.8
67.07,74.87,6.61,1,2,71.54,100,42.43,42.76,0,0,54.44,1,54.1
70.76,46.26,7.6,0,1,77.72,65.47,63.64,31.19,1,0,85.35,1,52.7
61.34,84.97,6.67,0,1,78.2,68.87,70.15,42.95,0,2,52.15,4,53.1
65.26,78.74,9.21,1,0,74.01,40.74,56.19,46.53,1,2,85.61,2,55.8
82.03,69.93,7.57,0,4,93.17,76.63,38.03,81.41,0,2,98.21,6,62.1
61.93,79.19,7.02,2,2,38.57,40.23,100,21.44,0,3,88.11,3,52
59.02,62.24,7.82,2,3,77.98,70.51,58.49,89.32,2,1,58.01,3,58.7
68.7,73.8,6.52,0,1,64.39,59.59,38.75,44.04,2,0,22.94,3,49
82.32,81.74,7.92,2,3,91,57.58,49.44,65.08,2,0,63.16,4,64
73.03,38.96,7.9,2,2,75.52,57.36,67.41,76.24,1,0,52.72,2,55.5
70.35,68.08,8.25,1,4,68.29,88.75,61.52,55.35,0,0,99.05,3,62.5
75.44,72.75,6.56,2,2,91.63,82.03,36.95,40.43,1,0,57.95,3,57.4
57.54,70.84,5.78,2,5,67.26,80.54,71.09,95.19,0,0,54.68,0,55.9
79.95,89.03,6.39,1,0,76.28,67,41.59,54.4,2,1,80.59,4,57.8
78.83,60.64,6.72,2,1,60.56,53.94,80.48,51.88,1,0,52.35,3,55.1
70.91,66.17,8.67,0,2,71.98,59.09,72.78,100,1,1,87.56,2,60.4
85.06,51.93,9.2,3,0,100,57.69,58.98,50.89,0,0,58.96,6,63
63.73,89.61,7.34,1,2,82.91,72.89,100,18.11,3,0,69.37,2,62.2
86.28,70.29,7.01,1,0,76.39,72.74,53.74,91.99,0,1,82.02,2,58.4
76.54,68.18,6.65,1,1,49.39,68.18,62.6,38.21,1,0,100,3,55.6
71.63,72.42,7.82,1,2,100,82.12,96.29,99.18,2,0,57.69,2,66.5
74.8,80,9.19,1,1,51.69,63.9,80.93,63.9,0,0,42.42,1,58.7
73.93,76.82,8.79,1,2,71.07,75.14,47.04,58.87,1,0,26.53,1,57.1
87.2,100,8.14,3,4,76.92,49.09,72.73,33.69,1,0,54.01,1,64.2
64.23,77.99,8.12,0,4,79.47,97.07,85.1,71.25,0,0,80.4,1,63.6
67.37,67.88,7.83,1,3,59.41,82.63,12.23,39.59,0,0,63.38,4,53.3
85.36,66.83,6.95,0,2,80.06,56.18,57.12,71.09,0,0,64.09,2,55.8
69.04,68.68,6.26,1,1,51.59,81.39,100,62.21,1,0,34.91,0,53.8
84.01,56.48,6.98,1,2,94.87,80.67,51.31,86.51,2,1,45.04,1,57.4
91.99,73.44,7.42,1,4,50.74,42.76,94.69,42.7,1,0,53.22,1,57.8
70.98,81.62,5.55,0,2,62.22,83.25,49.92,34.3,2,0,55.97,3,53.1
81.81,66.25,6.85,2,1,78.57,52.14,69.33,47.7,1,0,86.44,0,56.8
63.46,64.12,6.17,1,1,67.44,77.12,66.64,66.94,0,1,65.3,4,53.5
82.55,89.68,8.01,1,3,92.74,94.6,50.42,89.09,1,2,51.85,5,65.8
76.99,57.31,6.45,1,3,88.88,73.42,29.93,50.43,2,0,60.23,1,53.6
79.73,50.25,7.33,0,1,77.41,100,81.54,55.82,0,1,80.54,2,57.8
68.54,60.32,6.3,0,4,59.22,80.21,53.21,62.93,0,1,48.43,3,51.1
58.39,56.06,8.6,1,4,68.12,66.34,100,42.49,1,1,63.55,1,57.1
80.03,77.25,5.3,0,2,48.09,65.67,59.16,33.83,2,1,32.92,3,49
54.37,69.03,7.48,1,2,57.37,73.99,62.23,58.43,3,1,72.12,0,53.9
71.83,70.58,5.72,1,1,66.35,67.36,74.44,76.94,1,1,47.73,2,53.1
84.41,85.68,6.49,1,2,83.19,42.37,49.85,53.84,0,1,59.97,5,56.4
76.92,65.4,7.21,4,2,76.37,62.35,64.37,77.52,1,0,100,4,64.2
94.48,81.53,7.26,1,1,65.95,55.96,32.13,28.19,3,0,58.65,1,55.4
85.25,89.62,7.23,0,0,58.62,80.22,82.82,58.13,0,1,63.88,0,57.5
68.46,67.99,7.15,0,1,81.47,56.92,33.95,16.41,2,0,68.2,3,51.5
75.27,81.11,6.36,1,0,61.33,74.38,82.44,66.68,3,0,68.53,2,59.2
74.53,70.34,6.84,0,2,80.21,69.84,58.44,41,0,3,68.73,1,51.1
59.18,83.17,7.03,3,4,77.76,63.4,51.73,75.8,2,1,41.83,2,57.9
65.6,55.71,7.2,0,0,86.01,58.33,55.98,0,2,1,89.54,1,49.8
69.39,54.9,6.93,2,1,57.16,69.33,74.11,80.98,0,0,61.2,2,54.9
54.64,68.7,7.73,1,2,63.35,69.05,73.44,30.5,0,2,46.63,0,49.5
75.47,63.22,7.09,1,5,69.97,56.49,56.55,48.58,0,2,56.76,2,52.6
72.51,67.32,7.2,1,3,65.38,64.13,48.4,41.06,2,2,57.84,3,53
58.27,70.59,6.62,1,3,59.9,63.65,41.08,74.48,1,0,66.68,3,53.2
79.04,80.92,5.95,0,0,59.76,75.27,18.13,64.49,0,1,53.8,3,49.4
82.16,68.52,7.15,0,2,50.81,68.38,89.8,76.6,1,0,52.86,1,56.9
77.27,63.94,8.21,0,2,58.41,71.33,71.04,67.8,0,1,61.74,2,56.1
71.76,69.13,7.44,1,2,80.48,69.43,90.03,50.22,1,0,79.56,4,61.8
80.91,64.54,6.18,1,0,83.37,62.49,84.94,40.37,1,0,63.72,1,55.1
81.8,62.73,7.81,4,1,74.42,60.13,85.56,71.5,0,0,52.25,1,60.8
78.07,55.26,6.66,2,2,66.32,86.95,55.42,70.51,3,0,36.48,3,57.1
66.75,73.76,7.71,2,1,68.4,56.08,68.08,45.98,1,0,71.3,2,57
77.77,66.74,6.63,1,4,91.15,93.08,45.25,40.61,0,0,71.4,0,56.9
86.95,83.63,7.35,0,3,82.82,93.48,76.41,66.25,1,2,61.76,5,64.1
69.03,57.08,6.48,0,0,30.81,58.06,68.44,86.11,0,1,66.09,5,49.7
95.98,67.04,6.51,0,5,57.22,76.63,74.78,60.2,0,0,35.28,5,58.6
69.74,92.94,5.43,1,1,62.21,76.36,62.91,55.3,0,0,70.42,3,55.7
75.32,62.66,7.51,1,1,92.97,79.31,87.9,54.52,0,1,84.71,3,61
68.28,70.4,7.37,1,2,79.49,74.43,54.79,31.05,3,0,78.11,3,58.5
77.23,59.63,7.43,3,2,48.41,53.5,46.01,83.52,0,0,100,0,55.8
57.58,58.17,7.28,1,2,80.42,89.95,95.28,55.44,2,0,100,4,62.7
69.54,90.02,6.24,0,3,100,93.22,75.94,42.61,2,0,78.45,0,61.5
64.08,74.88,7.97,2,2,82.36,60.03,58.14,26.29,0,0,91.32,2,58.1
76.35,74.47,7.99,1,2,56.96,56.89,32.46,75.13,0,1,25.94,1,51.1
84.94,54.34,6.21,1,3,92.53,37.61,56.46,76.38,1,0,86.54,2,56.2
81.46,76.95,7.53,4,2,75.02,75.26,21.36,63.3,0,0,81.64,1,60
51.28,85.73,7.87,1,2,59.9,64.37,46.37,72.36,2,0,99.33,2,58.3
95.42,85.64,6.53,0,2,70.73,50.38,55.76,57.26,0,1,100,2,57.7
77.95,80.35,6.7,2,0,66.37,70.44,77.98,35.96,2,1,59.17,1,56.4
67.24,60.58,7.53,0,2,59.49,55.55,64.6,85.41,1,1,47.76,1,51.6
76.57,76.44,5.49,1,1,51.74,74.64,47.68,77.17,2,0,61.71,1,53.1
76.76,80.34,5.91,0,0,60.97,57.68,88.85,42.23,1,0,44.82,3,53.3
68.33,53.26,6.01,0,0,69.25,55.89,43.35,78.34,0,1,69.59,1,46.6
76.98,60.67,5.2,0,2,81.93,69.35,25,82.39,1,0,44.22,2,49.6
68.93,82.77,8.08,0,1,50.86,62.45,82.53,61.93,1,0,46.06,2,56.6
70.96,82.64,5.01,0,2,49.31,46.28,55.92,50.4,1,0,55.07,0,47
68.14,55.97,7.34,1,3,71.58,85.57,79.67,68.6,2,0,69.38,1,59
60.67,81.75,7.81,2,3,65.06,62.31,49.59,61.76,1,0,68.24,2,57.8
76.46,74.05,6.71,0,2,64.09,80.9,49.84,47.8,2,0,46.27,1,53.7
80.85,81.59,6.33,1,2,56.21,72.26,40.72,84.55,0,0,62.92,2,55.6
80.15,66.02,7.23,0,0,56.94,39.74,68.78,76.45,0,0,75.12,2,53.3
83.2,80.1,7,1,3,53.16,75.83,78.7,65.78,1,0,66.08,1,59.8
78.24,82.28,8,2,2,43.13,62.21,84.34,54.53,0,0,49.08,3,59.3
69.67,69.14,4.37,0,3,75.06,64.57,94.49,86.08,0,0,57.25,2,53.7
83.4,73.2,6.08,0,0,77.42,100,75.41,47.25,0,1,41.85,1,54.4
61.42,65.87,7.56,3,3,94.95,75.18,44.77,70.57,2,1,64.73,2,59.4
65.99,91.17,7.05,1,2,78.85,65.81,90.63,48.34,1,1,81.17,2,60.5
65.36,71.68,7.75,0,1,69.47,61.64,68.06,89.58,0,0,88.89,1,57.2
85.8,62.86,7.26,1,2,77.11,97.35,82.67,50.66,0,0,54.84,2,60.5
84.43,65.13,6.87,1,1,64.4,67.87,56.83,53.8,0,0,78,2,55.5
79.87,74.39,6.7,1,0,57.21,83.35,67.82,55.79,0,0,40.53,3,55.3
85.72,81.29,9.33,1,3,79.72,73.16,67.74,42.64,0,0,64.79,3,64.8
66.21,58.31,8.53,0,0,74.71,70.41,43.06,97.36,0,2,82.99,1,53.8
78.49,93.32,7.5,2,5,50.85,83.34,29.19,73.01,0,0,81.71,1,60.8
73.75,76.4,7.08,0,2,69.43,71.66,56.62,62.3,1,1,31.57,2,53.4
83.47,78.13,7.54,3,1,57.52,67.72,94.23,49.35,1,0,84.78,3,64
73.85,71.93,7.83,2,5,83.8,75.79,59.43,71.18,1,0,42.2,0,60.3
71.15,73.21,7.42,1,3,63.59,50.85,64.88,38.31,0,0,68.53,4,56
80.41,71.37,6.25,1,2,95.61,74.91,63.75,33.88,2,0,75.45,1,58.3
83.76,84.2,8.78,1,2,87.69,69.82,84.83,44.4,1,0,41.87,2,63.9
68.32,72.91,7.25,1,7,53.63,60.53,41.28,75.9,0,1,51.55,0,52.8
74.39,81.44,9.01,1,2,60,73.32,81.27,77.17,0,1,55.07,2,61.4
64.42,68.23,7.19,1,0,80.08,58.61,61.3,62.11,0,0,70.12,1,53.8
50.02,75.15,6.75,2,2,70.84,55.26,64.55,55.87,2,0,34.28,1,52.1
77,64.16,8.38,1,1,65.8,85.17,73.68,59.21,1,0,56.81,0,58.5
81.09,86.38,7.3,1,4,70.83,80.23,63.68,73.4,1,0,54.59,1,61.6
77.62,63.83,7.13,1,3,68.13,80.29,70.77,18.66,1,0,61.33,1,55.7
55.5,69.43,5.8,0,4,85.11,87.1,52.57,68.22,1,0,82.57,1,55
71.49,69.54,7.66,2,5,65.73,78.45,88.68,75.28,0,0,70.43,3,63.6
52.82,69.11,6.51,0,1,77.03,44.87,67.23,75.24,0,0,83.36,1,51.3
88.7,80.95,6.55,0,1,76.96,82.53,84.98,66.37,1,0,38.93,1,59.1
64.14,69.52,6.51,1,4,88.65,61.9,75.87,71.18,0,1,77.47,3,57.9
87.55,88.33,7.44,0,2,68.94,60.16,83.39,91.7,0,0,62.77,1,61.4
84.46,64,5.46,1,4,72.35,76.93,83.43,46.9,1,0,27.94,3,55.7
65.99,74.86,6.79,0,3,75.61,83.06,70.17,59.09,1,1,45.61,2,55.4
63.67,64.47,7.98,3,1,60.26,75.25,83.51,56.17,1,0,83.63,2,60.4
78.5,77.63,5.75,0,2,67.63,65.57,73.58,83.62,0,1,100,2,57
66.56,72.82,7.17,1,3,56.37,81.43,100,53.47,0,0,69.12,0,58
76.02,71.29,6.37,1,0,80.31,71.59,68.06,42.45,0,0,67.93,2,55.1
70.17,86.07,6.6,0,3,93.5,74.07,72.9,46.06,0,2,74.07,1,56.7
57.19,65.8,8.66,2,2,41.36,52.99,80.29,29.43,0,0,56.34,2,53.4
52.7,79.45,5.35,0,2,84.97,48.75,55.33,55.79,1,1,67.96,3,49.9
77.27,64.54,7.77,1,1,69.34,63.03,82.59,57.91,0,0,63.1,2,57.6
69.38,74.24,6.52,0,1,88.94,53.15,57.09,33.88,3,0,100,2,56.2
69.47,59.85,6.47,2,1,73.9,88.24,56.29,47.9,0,0,87.93,7,59
81.96,65.71,5.89,0,0,84.57,45.88,55.77,52.72,0,2,77.85,2,49.7
86.73,72.1,7.75,1,1,68.43,57.38,19.94,77.13,0,1,32.54,5,54
72.27,92.96,6.81,0,0,70.72,42.05,73.48,43.07,0,2,69.63,2,52.5
71.59,74.11,6.68,0,1,84.45,73.95,65.87,36.92,0,1,70.89,1,53.6
80,91.2,7.11,0,2,100,58.52,66.83,53.75,0,0,71.53,3,61.1
61.43,75.42,6.83,2,2,62.09,93.05,75.24,74.88,4,0,57.84,3,61.7
77.23,68.74,5,2,2,71.73,73.73,64.77,55.97,2,0,46.24,3,55
80.52,89.93,6.51,0,0,59.13,63.69,79.26,69.13,1,0,70.69,3,58.5
81.8,77.81,7.9,1,2,66.42,71.73,52.83,45.26,1,0,72.27,3,59.7
55.63,65.93,5.49,0,1,62.3,74.62,42.1,66.8,2,2,39.44,1,44.8
67.39,78.18,5.91,0,1,55.04,79.83,60.56,70.75,3,1,100,5,57.7
66.22,69.78,6.57,0,1,77.62,82.98,68.68,41.77,4,0,65.19,2,56.7
76,51.12,6.27,1,0,73.05,62.21,71.41,44.81,1,1,35.4,1,48.7
79.81,83.3,6.97,1,1,56.58,55.2,70.95,19.49,1,0,81.61,1,55.3
89.97,85.04,5.91,1,5,52.53,73.69,100,69.93,1,1,51.47,0,59.4
70.05,93.22,6.61,1,5,83.02,93.79,22.53,44.5,2,0,76.43,3,60.8
70.02,77.64,6.95,0,0,62.58,87.08,71.26,54.93,0,0,99.2,2,57.8
86.5,70.26,7.65,0,0,100,96.59,57.2,56.38,0,0,46.4,2,59.7
77.97,82.18,8.24,1,4,68.73,92.34,78.38,69.65,0,1,62.8,7,66.7
87.68,82.35,6.74,1,2,70.66,50.81,74.23,48.52,2,0,86.01,0,59
77.89,91.02,8.89,2,2,66.6,67.41,60.3,56.66,1,0,83.59,2,64.5
63.43,72.51,6.82,0,7,48.85,66.26,43.33,84.36,2,0,65.62,0,54.2
61.67,71.18,7.83,0,1,48.81,69.72,55.19,91.6,3,2,100,4,57.3
59.48,65.13,8.93,1,0,90.81,70.72,59.07,71.11,1,0,51.02,2,58.1
81.62,78.91,7.14,1,2,90.07,84.42,41.73,84.68,0,0,49.02,6,62.2
86.89,55.97,5.63,3,1,55.24,42.35,84.66,66.81,3,0,68.49,0,54.7
93.49,81.54,7.09,1,1,77.47,79.95,92.05,55.94,1,0,59.45,2,63.4
83.43,79.47,6.39,0,2,89.99,76.91,50.44,74.02,1,0,63.73,2,58.8
86.63,79.44,6.73,1,4,50.12,77,28.98,48.91,1,0,73.54,1,55.6
69.2,74.52,8.98,3,2,69.83,59.04,53.61,40.68,1,2,76.85,4,59.7
63.44,89.86,5.78,1,5,62.12,77.11,34.93,42.78,0,1,84.15,4,54.8
83.5,82.59,7.3,1,2,72.48,60.31,77.14,38.93,0,1,56.61,0,56.2
79.18,66.32,6.12,2,3,88.49,71.98,50.66,64.64,1,0,48.8,1,56.3
76.07,66.52,6.69,2,5,75.97,65.61,33.15,61.68,1,0,70.16,1,56.1
78.87,63.32,7.74,1,2,78.85,56.88,40.61,12.99,2,0,72.56,5,56.4
78.23,79.06,7.32,0,2,36.72,43.26,37.05,54.86,0,0,64.15,3,50.8
87.84,62,6.77,0,2,80.5,80.88,79.7,77.23,4,1,59.65,1,60
87.95,84.92,6.35,1,0,69.46,60.94,49.14,90.92,1,1,86.34,1,57.5
80.44,87.55,7.32,3,2,100,64.77,61.67,79.94,2,0,93,3,68.1
83.46,63.33,8.71,1,2,78.99,74.75,66.41,31.96,1,0,63.02,2,60.1
80.14,70.96,6.1,1,1,65.1,49.38,42.41,64.48,1,0,57.21,4,52.8
70.39,73.18,8.91,2,2,98.3,77.27,34.15,57.03,0,1,79.12,3,61.4
82.57,82.72,8.2,0,3,68.92,72.12,60.02,86.58,2,1,52.74,8,64.7
61.06,90.7,8.37,1,3,74.13,48.11,89.19,33.86,2,0,23.64,0,57.1
85.54,54.46,7.31,3,4,49.26,58.55,54.07,67.77,0,1,46.27,2,54.3
63.05,69.5,8.17,0,3,60.53,82.19,100,85.66,0,0,92.3,1,62
77.86,70.07,5.99,2,2,59.22,85.94,57.54,22.04,1,0,62.52,2,54.4
66.55,57.59,6.33,1,0,67.26,81.73,43.78,52.87,2,0,88.74,2,53.1
80.53,67.66,7.77,1,7,51.71,56.53,53.17,37.94,1,0,33.7,1,54.3
74.66,77.71,7.3,0,4,44.19,59.41,21.96,73.15,4,1,68.2,1,53.3
59.05,69.93,6.85,0,3,71.6,51.11,73.97,65.73,2,1,44.37,1,51.8
79.21,56.01,4.5,1,2,47.98,79.01,58.73,77.06,1,0,39.69,2,49.2
69.22,100,6.56,0,3,80.92,49.22,49.35,44,0,0,78.11,1,55.5
83.81,75.93,5.83,1,2,99.56,94.12,96.26,55.58,0,0,99.9,1,64.2
75.01,74.23,7.49,1,3,73.41,67.07,53.46,54.73,0,1,33.4,2,54.3
78.95,60.92,6.81,0,4,73.95,63.54,80.76,66.53,2,0,46.44,3,57.7
65.42,75.87,6.37,1,1,36.69,60.8,62.08,65.61,0,2,56.64,4,49.8
69.11,71.19,9.64,1,2,79.37,57.62,82.54,34.99,1,0,63.01,3,61.7
70.41,52.23,8.04,0,2,68.87,67.65,71.25,63.16,0,0,57.79,4,55.8
83.57,61.23,8.06,1,0,77.18,54.15,75.32,22.84,2,0,4.04,1,52.7
91.77,81.74,9.2,0,3,52.44,82.7,55.32,70.96,1,0,52.94,1,62.1
66.95,94.38,7.8,2,3,65.98,80.57,69.3,28.17,0,0,69.54,0,59.7
85.77,77.04,6.23,3,2,88.47,71.25,57.24,72.63,0,1,100,1,61.3
53.3,85.13,6.11,2,2,58.57,80.72,40.24,45.29,1,1,32.81,1,49.4
63.06,71.29,7.96,2,1,65.14,55.28,44.34,70.79,2,0,61.9,5,57.6
65.41,72.05,4.94,0,2,83.53,51.26,54.26,78.78,1,0,95.67,1,52.4
61.47,85,6.92,3,1,80.44,74.97,69,40.45,0,0,76.08,3,59.9
59.16,91.29,4.83,0,3,85.85,65.95,76.21,84.83,4,0,72.3,3,59.4
79.13,87.31,7.1,0,1,59.29,69.09,84.72,39.04,4,0,79.25,3,61.3
72.86,61.27,7.85,1,1,67.66,52.42,96.72,62.61,1,0,53.51,0,56
78.79,72.26,7.28,2,1,56.53,68.77,51.73,43.8,1,0,65.27,7,58.8
81.9,76.05,7.94,3,2,55.62,50.97,92.69,26.02,0,0,100,1,61.1
77.66,70.14,8.96,1,6,55.7,84.22,41.52,65.14,3,2,63.69,2,60.5
81.58,77.27,6.86,1,3,69.39,67.28,66.07,79.15,2,0,79.11,4,62.5
74.3,82.03,9.81,0,4,93.81,89.01,41.22,51.65,0,0,91.61,1,65
63.13,84.03,7.21,1,1,89.04,70.63,50.66,75.09,1,0,56.22,3,58.5
85.58,91.54,7.95,3,2,78.1,56.72,36.52,38.78,2,0,66.67,1,61.1
69.11,69.38,6.39,0,1,56.32,79.73,65.31,71.44,0,1,66.38,1,51.9
65.64,58,8.62,2,2,54.7,51,47.63,0.69,1,2,61.4,1,48.6
